sbj_num,formula,overall_liking_score,atributo,nivel,producto
181111222,182,7,textura,JAR,Churritos Prueba
181111222,182,7,porosidad,JAR,Churritos Prueba
181058698,182,7,olor,TL,Churritos Prueba
181058698,182,7,color,TL,Churritos Prueba
181058698,182,7,sal,TL,Churritos Prueba
181058698,182,7,queso,TL,Churritos Prueba
181058698,182,7,crujiente,TL,Churritos Prueba
181058698,182,7,textura,TL,Churritos Prueba
181058698,182,7,porosidad,TL,Churritos Prueba
180948439,182,9,olor,JAR,Churritos Prueba
180948439,182,9,color,JAR,Churritos Prueba
180948439,182,9,sal,JAR,Churritos Prueba
180948439,182,9,queso,JAR,Churritos Prueba
180948439,182,9,crujiente,JAR,Churritos Prueba
180948439,182,9,textura,JAR,Churritos Prueba
180948439,182,9,porosidad,JAR,Churritos Prueba
180966428,182,9,olor,TM,Churritos Prueba
180966428,182,9,color,JAR,Churritos Prueba
180966428,182,9,sal,JAR,Churritos Prueba
180966428,182,9,queso,JAR,Churritos Prueba
180966428,182,9,crujiente,JAR,Churritos Prueba
180966428,182,9,textura,JAR,Churritos Prueba
180966428,182,9,porosidad,JAR,Churritos Prueba
180966956,182,9,olor,TL,Churritos Prueba
180966956,182,9,color,TM,Churritos Prueba
180966956,182,9,sal,TL,Churritos Prueba
180966956,182,9,queso,JAR,Churritos Prueba
180966956,182,9,crujiente,JAR,Churritos Prueba
180966956,182,9,textura,JAR,Churritos Prueba
180966956,182,9,porosidad,JAR,Churritos Prueba
180966427,182,9,olor,JAR,Churritos Prueba
180966427,182,9,color,JAR,Churritos Prueba
180966427,182,9,sal,JAR,Churritos Prueba
180966427,182,9,queso,JAR,Churritos Prueba
180966427,182,9,crujiente,JAR,Churritos Prueba
180966427,182,9,textura,JAR,Churritos Prueba
180966427,182,9,porosidad,JAR,Churritos Prueba
181032089,182,9,olor,JAR,Churritos Prueba
181032089,182,9,color,JAR,Churritos Prueba
181032089,182,9,sal,JAR,Churritos Prueba
181032089,182,9,queso,JAR,Churritos Prueba
181032089,182,9,crujiente,JAR,Churritos Prueba
181032089,182,9,textura,JAR,Churritos Prueba
181032089,182,9,porosidad,JAR,Churritos Prueba
181031856,182,9,olor,JAR,Churritos Prueba
181031856,182,9,color,JAR,Churritos Prueba
181031856,182,9,sal,JAR,Churritos Prueba
181031856,182,9,queso,JAR,Churritos Prueba
181031856,182,9,crujiente,JAR,Churritos Prueba
181031856,182,9,textura,JAR,Churritos Prueba
181031856,182,9,porosidad,JAR,Churritos Prueba
180969134,182,8,olor,JAR,Churritos Prueba
180969134,182,8,color,JAR,Churritos Prueba
180969134,182,8,sal,JAR,Churritos Prueba
180969134,182,8,queso,JAR,Churritos Prueba
180969134,182,8,crujiente,JAR,Churritos Prueba
180969134,182,8,textura,JAR,Churritos Prueba
180969134,182,8,porosidad,JAR,Churritos Prueba
180965563,182,9,olor,JAR,Churritos Prueba
180965563,182,9,color,JAR,Churritos Prueba
180965563,182,9,sal,JAR,Churritos Prueba
180965563,182,9,queso,JAR,Churritos Prueba
180965563,182,9,crujiente,JAR,Churritos Prueba
180965563,182,9,textura,JAR,Churritos Prueba
180965563,182,9,porosidad,JAR,Churritos Prueba
181064839,182,7,olor,TL,Churritos Prueba
181064839,182,7,color,TL,Churritos Prueba
181064839,182,7,sal,TL,Churritos Prueba
181064839,182,7,queso,TL,Churritos Prueba
181064839,182,7,crujiente,TL,Churritos Prueba
181064839,182,7,textura,TL,Churritos Prueba
181064839,182,7,porosidad,TL,Churritos Prueba
180962636,182,6,olor,JAR,Churritos Prueba
180962636,182,6,color,TL,Churritos Prueba
180962636,182,6,sal,TM,Churritos Prueba
180962636,182,6,queso,TL,Churritos Prueba
180962636,182,6,crujiente,TL,Churritos Prueba
180962636,182,6,textura,TL,Churritos Prueba
180962636,182,6,porosidad,TL,Churritos Prueba
180968696,182,4,olor,JAR,Churritos Prueba
180968696,182,4,color,JAR,Churritos Prueba
180968696,182,4,sal,JAR,Churritos Prueba
180968696,182,4,queso,JAR,Churritos Prueba
180968696,182,4,crujiente,JAR,Churritos Prueba
180968696,182,4,textura,JAR,Churritos Prueba
180968696,182,4,porosidad,TL,Churritos Prueba
181063043,182,5,olor,JAR,Churritos Prueba
181063043,182,5,color,TL,Churritos Prueba
181063043,182,5,sal,TM,Churritos Prueba
181063043,182,5,queso,TM,Churritos Prueba
181063043,182,5,crujiente,TL,Churritos Prueba
181063043,182,5,textura,TL,Churritos Prueba
181063043,182,5,porosidad,TL,Churritos Prueba
180971798,182,6,olor,JAR,Churritos Prueba
180971798,182,6,color,TL,Churritos Prueba
180971798,182,6,sal,TM,Churritos Prueba
180971798,182,6,queso,JAR,Churritos Prueba
180971798,182,6,crujiente,JAR,Churritos Prueba
180971798,182,6,textura,TL,Churritos Prueba
180971798,182,6,porosidad,TL,Churritos Prueba
180977518,182,7,olor,JAR,Churritos Prueba
180977518,182,7,color,JAR,Churritos Prueba
180977518,182,7,sal,TM,Churritos Prueba
180977518,182,7,queso,TM,Churritos Prueba
180977518,182,7,crujiente,TL,Churritos Prueba
180977518,182,7,textura,JAR,Churritos Prueba
180977518,182,7,porosidad,JAR,Churritos Prueba
181160792,182,8,olor,JAR,Churritos Prueba
181160792,182,8,color,TL,Churritos Prueba
181160792,182,8,sal,JAR,Churritos Prueba
181160792,182,8,queso,JAR,Churritos Prueba
181160792,182,8,crujiente,JAR,Churritos Prueba
181160792,182,8,textura,TL,Churritos Prueba
181160792,182,8,porosidad,TL,Churritos Prueba
181015803,182,9,olor,JAR,Churritos Prueba
181015803,182,9,color,TL,Churritos Prueba
181015803,182,9,sal,JAR,Churritos Prueba
181015803,182,9,queso,JAR,Churritos Prueba
181015803,182,9,crujiente,TM,Churritos Prueba
181015803,182,9,textura,TM,Churritos Prueba
181015803,182,9,porosidad,TL,Churritos Prueba
181058873,182,9,olor,JAR,Churritos Prueba
181058873,182,9,color,JAR,Churritos Prueba
181058873,182,9,sal,JAR,Churritos Prueba
181058873,182,9,queso,JAR,Churritos Prueba
181058873,182,9,crujiente,JAR,Churritos Prueba
181058873,182,9,textura,JAR,Churritos Prueba
181058873,182,9,porosidad,JAR,Churritos Prueba
180966979,182,7,olor,TM,Churritos Prueba
180966979,182,7,color,TL,Churritos Prueba
180966979,182,7,sal,JAR,Churritos Prueba
180966979,182,7,queso,TL,Churritos Prueba
180966979,182,7,crujiente,JAR,Churritos Prueba
180966979,182,7,textura,JAR,Churritos Prueba
180966979,182,7,porosidad,JAR,Churritos Prueba
181162950,182,6,olor,TL,Churritos Prueba
181162950,182,6,color,TL,Churritos Prueba
181162950,182,6,sal,TL,Churritos Prueba
181162950,182,6,queso,TL,Churritos Prueba
181162950,182,6,crujiente,TL,Churritos Prueba
181162950,182,6,textura,TL,Churritos Prueba
181162950,182,6,porosidad,TM,Churritos Prueba
180977130,182,8,olor,JAR,Churritos Prueba
180977130,182,8,color,JAR,Churritos Prueba
180977130,182,8,sal,JAR,Churritos Prueba
180977130,182,8,queso,JAR,Churritos Prueba
180977130,182,8,crujiente,JAR,Churritos Prueba
180977130,182,8,textura,JAR,Churritos Prueba
180977130,182,8,porosidad,JAR,Churritos Prueba
181071540,182,9,olor,JAR,Churritos Prueba
181071540,182,9,color,JAR,Churritos Prueba
181071540,182,9,sal,TL,Churritos Prueba
181071540,182,9,queso,JAR,Churritos Prueba
181071540,182,9,crujiente,JAR,Churritos Prueba
181071540,182,9,textura,JAR,Churritos Prueba
181071540,182,9,porosidad,JAR,Churritos Prueba
181109816,182,9,olor,JAR,Churritos Prueba
181109816,182,9,color,JAR,Churritos Prueba
181109816,182,9,sal,JAR,Churritos Prueba
181109816,182,9,queso,JAR,Churritos Prueba
181109816,182,9,crujiente,JAR,Churritos Prueba
181109816,182,9,textura,JAR,Churritos Prueba
181109816,182,9,porosidad,JAR,Churritos Prueba
181119549,182,7,olor,TM,Churritos Prueba
181119549,182,7,color,TL,Churritos Prueba
181119549,182,7,sal,TL,Churritos Prueba
181119549,182,7,queso,JAR,Churritos Prueba
181119549,182,7,crujiente,TL,Churritos Prueba
181119549,182,7,textura,TL,Churritos Prueba
181119549,182,7,porosidad,JAR,Churritos Prueba
181068457,182,9,olor,JAR,Churritos Prueba
181068457,182,9,color,TM,Churritos Prueba
181068457,182,9,sal,JAR,Churritos Prueba
181068457,182,9,queso,JAR,Churritos Prueba
181068457,182,9,crujiente,JAR,Churritos Prueba
181068457,182,9,textura,JAR,Churritos Prueba
181068457,182,9,porosidad,JAR,Churritos Prueba
180975607,182,8,olor,TM,Churritos Prueba
180975607,182,8,color,TM,Churritos Prueba
180975607,182,8,sal,TL,Churritos Prueba
180975607,182,8,queso,TL,Churritos Prueba
180975607,182,8,crujiente,JAR,Churritos Prueba
180975607,182,8,textura,TM,Churritos Prueba
180975607,182,8,porosidad,TM,Churritos Prueba
180971800,182,6,olor,TL,Churritos Prueba
180971800,182,6,color,TL,Churritos Prueba
180971800,182,6,sal,TL,Churritos Prueba
180971800,182,6,queso,TL,Churritos Prueba
180971800,182,6,crujiente,TL,Churritos Prueba
180971800,182,6,textura,TL,Churritos Prueba
180971800,182,6,porosidad,TM,Churritos Prueba
181031763,182,8,olor,JAR,Churritos Prueba
181031763,182,8,color,JAR,Churritos Prueba
181031763,182,8,sal,JAR,Churritos Prueba
181031763,182,8,queso,JAR,Churritos Prueba
181031763,182,8,crujiente,TM,Churritos Prueba
181031763,182,8,textura,JAR,Churritos Prueba
181031763,182,8,porosidad,JAR,Churritos Prueba
181111833,182,9,olor,TM,Churritos Prueba
181111833,182,9,color,TM,Churritos Prueba
181111833,182,9,sal,TM,Churritos Prueba
181111833,182,9,queso,TM,Churritos Prueba
181111833,182,9,crujiente,TM,Churritos Prueba
181111833,182,9,textura,TM,Churritos Prueba
181111833,182,9,porosidad,TM,Churritos Prueba
181060203,182,8,olor,TM,Churritos Prueba
181060203,182,8,color,TM,Churritos Prueba
181060203,182,8,sal,TM,Churritos Prueba
181060203,182,8,queso,TL,Churritos Prueba
181060203,182,8,crujiente,TL,Churritos Prueba
181060203,182,8,textura,TM,Churritos Prueba
181060203,182,8,porosidad,TM,Churritos Prueba
181113151,182,8,olor,TL,Churritos Prueba
181113151,182,8,color,TL,Churritos Prueba
181113151,182,8,sal,TM,Churritos Prueba
181113151,182,8,queso,TM,Churritos Prueba
181113151,182,8,crujiente,JAR,Churritos Prueba
181113151,182,8,textura,JAR,Churritos Prueba
181113151,182,8,porosidad,JAR,Churritos Prueba
181123191,182,5,olor,TM,Churritos Prueba
181123191,182,5,color,TL,Churritos Prueba
181123191,182,5,sal,TM,Churritos Prueba
181123191,182,5,queso,TL,Churritos Prueba
181123191,182,5,crujiente,TL,Churritos Prueba
181123191,182,5,textura,JAR,Churritos Prueba
181123191,182,5,porosidad,TL,Churritos Prueba
181062032,182,9,olor,JAR,Churritos Prueba
181062032,182,9,color,JAR,Churritos Prueba
181062032,182,9,sal,JAR,Churritos Prueba
181062032,182,9,queso,JAR,Churritos Prueba
181062032,182,9,crujiente,JAR,Churritos Prueba
181062032,182,9,textura,JAR,Churritos Prueba
181062032,182,9,porosidad,JAR,Churritos Prueba
181116746,182,9,olor,JAR,Churritos Prueba
181116746,182,9,color,JAR,Churritos Prueba
181116746,182,9,sal,JAR,Churritos Prueba
181116746,182,9,queso,JAR,Churritos Prueba
181116746,182,9,crujiente,JAR,Churritos Prueba
181116746,182,9,textura,JAR,Churritos Prueba
181116746,182,9,porosidad,JAR,Churritos Prueba
180968506,182,6,olor,JAR,Churritos Prueba
180968506,182,6,color,JAR,Churritos Prueba
180968506,182,6,sal,TL,Churritos Prueba
180968506,182,6,queso,TL,Churritos Prueba
180968506,182,6,crujiente,JAR,Churritos Prueba
180968506,182,6,textura,TL,Churritos Prueba
180968506,182,6,porosidad,TL,Churritos Prueba
181064017,182,6,olor,TL,Churritos Prueba
181064017,182,6,color,TL,Churritos Prueba
181064017,182,6,sal,JAR,Churritos Prueba
181064017,182,6,queso,TL,Churritos Prueba
181064017,182,6,crujiente,JAR,Churritos Prueba
181064017,182,6,textura,TL,Churritos Prueba
181064017,182,6,porosidad,TL,Churritos Prueba
180964077,182,1,olor,TM,Churritos Prueba
180964077,182,1,color,TL,Churritos Prueba
180964077,182,1,sal,TL,Churritos Prueba
180964077,182,1,queso,TL,Churritos Prueba
180964077,182,1,crujiente,TL,Churritos Prueba
180964077,182,1,textura,TL,Churritos Prueba
180964077,182,1,porosidad,TL,Churritos Prueba
180945745,182,8,olor,JAR,Churritos Prueba
180945745,182,8,color,JAR,Churritos Prueba
180945745,182,8,sal,TM,Churritos Prueba
180945745,182,8,queso,JAR,Churritos Prueba
180945745,182,8,crujiente,JAR,Churritos Prueba
180945745,182,8,textura,JAR,Churritos Prueba
180945745,182,8,porosidad,JAR,Churritos Prueba
181015718,182,7,olor,TL,Churritos Prueba
181015718,182,7,color,TL,Churritos Prueba
181015718,182,7,sal,TM,Churritos Prueba
181015718,182,7,queso,TM,Churritos Prueba
181015718,182,7,crujiente,JAR,Churritos Prueba
181015718,182,7,textura,JAR,Churritos Prueba
181015718,182,7,porosidad,TM,Churritos Prueba
181066193,182,9,olor,TL,Churritos Prueba
181066193,182,9,color,JAR,Churritos Prueba
181066193,182,9,sal,TM,Churritos Prueba
181066193,182,9,queso,JAR,Churritos Prueba
181066193,182,9,crujiente,JAR,Churritos Prueba
181066193,182,9,textura,TL,Churritos Prueba
181066193,182,9,porosidad,JAR,Churritos Prueba
181069425,182,8,olor,JAR,Churritos Prueba
181069425,182,8,color,TM,Churritos Prueba
181069425,182,8,sal,TM,Churritos Prueba
181069425,182,8,queso,JAR,Churritos Prueba
181069425,182,8,crujiente,JAR,Churritos Prueba
181069425,182,8,textura,JAR,Churritos Prueba
181069425,182,8,porosidad,JAR,Churritos Prueba
180965815,182,9,olor,TM,Churritos Prueba
180965815,182,9,color,JAR,Churritos Prueba
180965815,182,9,sal,TM,Churritos Prueba
180965815,182,9,queso,JAR,Churritos Prueba
180965815,182,9,crujiente,TL,Churritos Prueba
180965815,182,9,textura,JAR,Churritos Prueba
180965815,182,9,porosidad,JAR,Churritos Prueba
180967385,182,7,olor,JAR,Churritos Prueba
180967385,182,7,color,JAR,Churritos Prueba
180967385,182,7,sal,TM,Churritos Prueba
180967385,182,7,queso,JAR,Churritos Prueba
180967385,182,7,crujiente,JAR,Churritos Prueba
180967385,182,7,textura,JAR,Churritos Prueba
180967385,182,7,porosidad,JAR,Churritos Prueba
180948517,182,8,olor,TL,Churritos Prueba
180948517,182,8,color,TL,Churritos Prueba
180948517,182,8,sal,TL,Churritos Prueba
180948517,182,8,queso,TL,Churritos Prueba
180948517,182,8,crujiente,TL,Churritos Prueba
180948517,182,8,textura,TM,Churritos Prueba
180948517,182,8,porosidad,TL,Churritos Prueba
181022935,182,9,olor,JAR,Churritos Prueba
181022935,182,9,color,TM,Churritos Prueba
181022935,182,9,sal,TL,Churritos Prueba
181022935,182,9,queso,TM,Churritos Prueba
181022935,182,9,crujiente,JAR,Churritos Prueba
181022935,182,9,textura,TM,Churritos Prueba
181022935,182,9,porosidad,JAR,Churritos Prueba
181021309,182,6,olor,JAR,Churritos Prueba
181021309,182,6,color,JAR,Churritos Prueba
181021309,182,6,sal,TL,Churritos Prueba
181021309,182,6,queso,TL,Churritos Prueba
181021309,182,6,crujiente,JAR,Churritos Prueba
181021309,182,6,textura,JAR,Churritos Prueba
181021309,182,6,porosidad,JAR,Churritos Prueba
181124257,182,6,olor,TM,Churritos Prueba
181124257,182,6,color,TL,Churritos Prueba
181124257,182,6,sal,TL,Churritos Prueba
181124257,182,6,queso,TL,Churritos Prueba
181124257,182,6,crujiente,TL,Churritos Prueba
181124257,182,6,textura,TL,Churritos Prueba
181124257,182,6,porosidad,TL,Churritos Prueba
181010391,182,8,olor,JAR,Churritos Prueba
181010391,182,8,color,JAR,Churritos Prueba
181010391,182,8,sal,TM,Churritos Prueba
181010391,182,8,queso,JAR,Churritos Prueba
181010391,182,8,crujiente,TL,Churritos Prueba
181010391,182,8,textura,JAR,Churritos Prueba
181010391,182,8,porosidad,TL,Churritos Prueba
180977207,182,4,olor,TL,Churritos Prueba
180977207,182,4,color,TL,Churritos Prueba
180977207,182,4,sal,TM,Churritos Prueba
180977207,182,4,queso,JAR,Churritos Prueba
180977207,182,4,crujiente,JAR,Churritos Prueba
180977207,182,4,textura,TL,Churritos Prueba
180977207,182,4,porosidad,TL,Churritos Prueba
181064772,182,7,olor,TL,Churritos Prueba
181064772,182,7,color,TL,Churritos Prueba
181064772,182,7,sal,JAR,Churritos Prueba
181064772,182,7,queso,TL,Churritos Prueba
181064772,182,7,crujiente,TL,Churritos Prueba
181064772,182,7,textura,JAR,Churritos Prueba
181064772,182,7,porosidad,JAR,Churritos Prueba
181069037,182,8,olor,JAR,Churritos Prueba
181069037,182,8,color,TM,Churritos Prueba
181069037,182,8,sal,JAR,Churritos Prueba
181069037,182,8,queso,JAR,Churritos Prueba
181069037,182,8,crujiente,JAR,Churritos Prueba
181069037,182,8,textura,JAR,Churritos Prueba
181069037,182,8,porosidad,JAR,Churritos Prueba
181168838,182,7,olor,TL,Churritos Prueba
181168838,182,7,color,TL,Churritos Prueba
181168838,182,7,sal,TM,Churritos Prueba
181168838,182,7,queso,TL,Churritos Prueba
181168838,182,7,crujiente,TL,Churritos Prueba
181168838,182,7,textura,TL,Churritos Prueba
181168838,182,7,porosidad,TL,Churritos Prueba
181059096,182,6,olor,TM,Churritos Prueba
181059096,182,6,color,TL,Churritos Prueba
181059096,182,6,sal,JAR,Churritos Prueba
181059096,182,6,queso,JAR,Churritos Prueba
181059096,182,6,crujiente,JAR,Churritos Prueba
181059096,182,6,textura,JAR,Churritos Prueba
181059096,182,6,porosidad,JAR,Churritos Prueba
181016600,182,8,olor,JAR,Churritos Prueba
181016600,182,8,color,TL,Churritos Prueba
181016600,182,8,sal,JAR,Churritos Prueba
181016600,182,8,queso,TL,Churritos Prueba
181016600,182,8,crujiente,TL,Churritos Prueba
181016600,182,8,textura,TL,Churritos Prueba
181016600,182,8,porosidad,JAR,Churritos Prueba
181118498,182,4,olor,TM,Churritos Prueba
181118498,182,4,color,TL,Churritos Prueba
181118498,182,4,sal,TM,Churritos Prueba
181118498,182,4,queso,TM,Churritos Prueba
181118498,182,4,crujiente,TM,Churritos Prueba
181118498,182,4,textura,TM,Churritos Prueba
181118498,182,4,porosidad,TM,Churritos Prueba
181018594,182,6,olor,TM,Churritos Prueba
181018594,182,6,color,TL,Churritos Prueba
181018594,182,6,sal,JAR,Churritos Prueba
181018594,182,6,queso,JAR,Churritos Prueba
181018594,182,6,crujiente,JAR,Churritos Prueba
181018594,182,6,textura,TL,Churritos Prueba
181018594,182,6,porosidad,TL,Churritos Prueba
181016773,182,9,olor,JAR,Churritos Prueba
181016773,182,9,color,TL,Churritos Prueba
181016773,182,9,sal,JAR,Churritos Prueba
181016773,182,9,queso,JAR,Churritos Prueba
181016773,182,9,crujiente,JAR,Churritos Prueba
181016773,182,9,textura,JAR,Churritos Prueba
181016773,182,9,porosidad,TM,Churritos Prueba
180966789,182,6,olor,TL,Churritos Prueba
180966789,182,6,color,TL,Churritos Prueba
180966789,182,6,sal,TL,Churritos Prueba
180966789,182,6,queso,TL,Churritos Prueba
180966789,182,6,crujiente,TL,Churritos Prueba
180966789,182,6,textura,TL,Churritos Prueba
180966789,182,6,porosidad,TL,Churritos Prueba
181111853,182,7,olor,TM,Churritos Prueba
181111853,182,7,color,TL,Churritos Prueba
181111853,182,7,sal,JAR,Churritos Prueba
181111853,182,7,queso,TL,Churritos Prueba
181111853,182,7,crujiente,JAR,Churritos Prueba
181111853,182,7,textura,JAR,Churritos Prueba
181111853,182,7,porosidad,TM,Churritos Prueba
181113995,182,4,olor,TL,Churritos Prueba
181113995,182,4,color,TL,Churritos Prueba
181113995,182,4,sal,TL,Churritos Prueba
181113995,182,4,queso,TL,Churritos Prueba
181113995,182,4,crujiente,TL,Churritos Prueba
181113995,182,4,textura,TL,Churritos Prueba
181113995,182,4,porosidad,TL,Churritos Prueba
180971582,182,4,olor,TL,Churritos Prueba
180971582,182,4,color,JAR,Churritos Prueba
180971582,182,4,sal,TL,Churritos Prueba
180971582,182,4,queso,TM,Churritos Prueba
180971582,182,4,crujiente,JAR,Churritos Prueba
180971582,182,4,textura,JAR,Churritos Prueba
180971582,182,4,porosidad,TM,Churritos Prueba
180947442,182,9,olor,TL,Churritos Prueba
180947442,182,9,color,JAR,Churritos Prueba
180947442,182,9,sal,JAR,Churritos Prueba
180947442,182,9,queso,JAR,Churritos Prueba
180947442,182,9,crujiente,JAR,Churritos Prueba
180947442,182,9,textura,JAR,Churritos Prueba
180947442,182,9,porosidad,JAR,Churritos Prueba
181116201,182,6,olor,TL,Churritos Prueba
181116201,182,6,color,TL,Churritos Prueba
181116201,182,6,sal,TL,Churritos Prueba
181116201,182,6,queso,TL,Churritos Prueba
181116201,182,6,crujiente,TL,Churritos Prueba
181116201,182,6,textura,TL,Churritos Prueba
181116201,182,6,porosidad,TL,Churritos Prueba
181009041,182,7,olor,TL,Churritos Prueba
181009041,182,7,color,TL,Churritos Prueba
181009041,182,7,sal,JAR,Churritos Prueba
181009041,182,7,queso,JAR,Churritos Prueba
181009041,182,7,crujiente,JAR,Churritos Prueba
181009041,182,7,textura,JAR,Churritos Prueba
181009041,182,7,porosidad,JAR,Churritos Prueba
180966094,182,7,olor,TL,Churritos Prueba
180966094,182,7,color,TL,Churritos Prueba
180966094,182,7,sal,TL,Churritos Prueba
180966094,182,7,queso,TL,Churritos Prueba
180966094,182,7,crujiente,TL,Churritos Prueba
180966094,182,7,textura,TL,Churritos Prueba
180966094,182,7,porosidad,TL,Churritos Prueba
180966090,182,7,olor,TL,Churritos Prueba
180966090,182,7,color,TL,Churritos Prueba
180966090,182,7,sal,JAR,Churritos Prueba
180966090,182,7,queso,JAR,Churritos Prueba
180966090,182,7,crujiente,JAR,Churritos Prueba
180966090,182,7,textura,JAR,Churritos Prueba
180966090,182,7,porosidad,JAR,Churritos Prueba
181071805,182,9,olor,JAR,Churritos Prueba
181071805,182,9,color,JAR,Churritos Prueba
181071805,182,9,sal,JAR,Churritos Prueba
181071805,182,9,queso,JAR,Churritos Prueba
181071805,182,9,crujiente,JAR,Churritos Prueba
181071805,182,9,textura,JAR,Churritos Prueba
181071805,182,9,porosidad,JAR,Churritos Prueba
181013904,182,6,olor,TM,Churritos Prueba
181013904,182,6,color,JAR,Churritos Prueba
181013904,182,6,sal,TL,Churritos Prueba
181013904,182,6,queso,TL,Churritos Prueba
181013904,182,6,crujiente,TL,Churritos Prueba
181013904,182,6,textura,TM,Churritos Prueba
181013904,182,6,porosidad,TL,Churritos Prueba
181031882,182,9,olor,JAR,Churritos Prueba
181031882,182,9,color,JAR,Churritos Prueba
181031882,182,9,sal,JAR,Churritos Prueba
181031882,182,9,queso,JAR,Churritos Prueba
181031882,182,9,crujiente,JAR,Churritos Prueba
181031882,182,9,textura,JAR,Churritos Prueba
181031882,182,9,porosidad,JAR,Churritos Prueba
181009627,182,7,olor,TL,Churritos Prueba
181009627,182,7,color,TL,Churritos Prueba
181009627,182,7,sal,TL,Churritos Prueba
181009627,182,7,queso,TL,Churritos Prueba
181009627,182,7,crujiente,TL,Churritos Prueba
181009627,182,7,textura,TL,Churritos Prueba
181009627,182,7,porosidad,TL,Churritos Prueba
181071739,182,6,olor,TM,Churritos Prueba
181071739,182,6,color,TL,Churritos Prueba
181071739,182,6,sal,TL,Churritos Prueba
181071739,182,6,queso,TL,Churritos Prueba
181071739,182,6,crujiente,JAR,Churritos Prueba
181071739,182,6,textura,TL,Churritos Prueba
181071739,182,6,porosidad,TL,Churritos Prueba
180945738,182,7,olor,JAR,Churritos Prueba
180945738,182,7,color,JAR,Churritos Prueba
180945738,182,7,sal,JAR,Churritos Prueba
180945738,182,7,queso,JAR,Churritos Prueba
180945738,182,7,crujiente,JAR,Churritos Prueba
180945738,182,7,textura,JAR,Churritos Prueba
180945738,182,7,porosidad,TL,Churritos Prueba
180969294,182,7,olor,JAR,Churritos Prueba
180969294,182,7,color,JAR,Churritos Prueba
180969294,182,7,sal,JAR,Churritos Prueba
180969294,182,7,queso,JAR,Churritos Prueba
180969294,182,7,crujiente,JAR,Churritos Prueba
180969294,182,7,textura,JAR,Churritos Prueba
180969294,182,7,porosidad,JAR,Churritos Prueba
180971799,182,8,olor,JAR,Churritos Prueba
180971799,182,8,color,JAR,Churritos Prueba
180971799,182,8,sal,JAR,Churritos Prueba
180971799,182,8,queso,JAR,Churritos Prueba
180971799,182,8,crujiente,JAR,Churritos Prueba
180971799,182,8,textura,JAR,Churritos Prueba
180971799,182,8,porosidad,TL,Churritos Prueba
