sbj_num,muni,pais,sexo,nse,edad,rango_edad,rotacion1,index1,producto1,p1,p2,p3,p3_1,p3_2,p4,p5,p5_1,p5_2,p6,p7,p8_1,p8_2,p8_3,p8_4,p8_5,p9_1,p9_2,p9_3,p9_4,p9_5,p10,p11,p12,p12_1,p12_2,p13,p14,p14_1,p14_2,p15,p16,p17,p17_1,p17_2,lik_por,nivel_por,nivel_por_1,nivel_por_2,lik_tex,nivel_tex,nivel_tex_1,nivel_tex_2,p18,preferencia
181065893,4,2,2,2,15,2,1,PRODUCTO1,1,7,9,3,NA,1,9,2,NA,NA,1,9,51,NA,NA,NA,NA,0,NA,NA,NA,NA,9,7,2,NA,NA,1,3,NA,1,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181065893,4,2,2,2,15,2,1,PRODUCTO2,2,7,9,2,NA,NA,9,2,NA,NA,9,9,51,NA,NA,NA,NA,0,NA,NA,NA,NA,9,7,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181169932,1,2,1,2,40,3,2,PRODUCTO1,2,7,9,2,NA,NA,9,2,NA,NA,9,9,51,113,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181169932,1,2,1,2,40,3,2,PRODUCTO2,1,7,9,2,NA,NA,9,2,NA,NA,9,9,51,80,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181031766,17,2,1,3,15,2,2,PRODUCTO1,2,5,8,1,2,NA,8,3,NA,1,6,8,51,NA,NA,NA,NA,0,NA,NA,NA,NA,9,6,1,2,NA,8,2,NA,NA,6,2,1,2,NA,6,1,2,NA,7,2,NA,NA,5,182
181031766,17,2,1,3,15,2,2,PRODUCTO2,1,4,6,1,1,NA,6,1,2,NA,7,7,51,113,NA,NA,NA,0,NA,NA,NA,NA,8,3,3,NA,1,6,3,NA,1,7,3,1,2,NA,6,3,NA,1,8,2,NA,NA,4,182
181017249,17,2,2,3,15,2,1,PRODUCTO1,1,7,6,3,NA,2,9,2,NA,NA,9,9,51,111,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,4,781
181017249,17,2,2,3,15,2,1,PRODUCTO2,2,7,9,2,NA,NA,9,2,NA,NA,9,9,51,111,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181070589,4,2,1,2,15,2,1,PRODUCTO1,1,7,9,2,NA,NA,8,2,NA,NA,8,9,51,111,NA,NA,NA,0,NA,NA,NA,NA,7,8,2,NA,NA,8,2,NA,NA,9,5,2,NA,NA,7,2,NA,NA,9,2,NA,NA,5,781
181070589,4,2,1,2,15,2,1,PRODUCTO2,2,7,7,2,NA,NA,8,2,NA,NA,7,9,51,113,201,NA,NA,0,NA,NA,NA,NA,8,9,2,NA,NA,7,2,NA,NA,8,5,2,NA,NA,9,2,NA,NA,8,2,NA,NA,5,781
181068738,4,2,2,2,15,2,2,PRODUCTO1,2,6,7,2,NA,NA,8,3,NA,1,7,7,51,56,275,NA,NA,0,NA,NA,NA,NA,8,7,2,NA,NA,8,3,NA,1,7,4,2,NA,NA,7,3,NA,2,7,2,NA,NA,5,781
181068738,4,2,2,2,15,2,2,PRODUCTO2,1,7,7,1,2,NA,7,1,2,NA,7,8,51,111,NA,NA,NA,0,NA,NA,NA,NA,8,7,2,NA,NA,9,1,2,NA,9,5,2,NA,NA,7,1,2,NA,8,1,2,NA,5,781
181117148,4,2,1,2,26,3,2,PRODUCTO1,2,6,8,2,NA,NA,8,2,NA,NA,6,7,51,111,201,NA,NA,0,NA,NA,NA,NA,8,7,2,NA,NA,7,2,NA,NA,7,3,2,NA,NA,6,3,NA,1,8,2,NA,NA,4,781
181117148,4,2,1,2,26,3,2,PRODUCTO2,1,5,7,3,NA,2,6,1,2,NA,7,6,51,NA,NA,NA,NA,0,NA,NA,NA,NA,7,5,3,NA,1,7,3,NA,1,5,2,2,NA,NA,7,2,NA,NA,7,2,NA,NA,4,781
180961520,4,2,1,3,27,3,1,PRODUCTO1,1,7,9,1,1,NA,9,3,NA,2,9,9,51,111,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,3,NA,2,9,4,3,NA,2,9,3,NA,2,9,3,NA,2,5,781
180961520,4,2,1,3,27,3,1,PRODUCTO2,2,7,9,3,NA,2,9,3,NA,2,9,9,51,276,111,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,3,NA,2,9,5,3,NA,2,8,3,NA,2,7,3,NA,2,5,781
180947769,4,2,2,3,30,3,2,PRODUCTO1,2,6,8,3,NA,1,9,2,NA,NA,9,9,51,10,113,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,3,NA,2,8,2,NA,NA,5,182
180947769,4,2,2,3,30,3,2,PRODUCTO2,1,5,7,3,NA,1,7,2,NA,NA,7,8,51,113,111,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,182
181030688,17,2,1,3,18,2,2,PRODUCTO1,2,7,9,3,NA,2,9,3,NA,2,9,9,51,10,NA,NA,NA,0,NA,NA,NA,NA,9,9,1,2,NA,9,3,NA,2,9,5,3,NA,2,9,3,NA,2,9,3,NA,2,5,781
181030688,17,2,1,3,18,2,2,PRODUCTO2,1,3,7,1,2,NA,7,3,NA,1,7,7,51,10,NA,NA,NA,0,NA,NA,NA,NA,9,8,3,NA,1,7,1,2,NA,7,4,3,NA,2,7,3,NA,1,8,3,NA,2,4,781
180949636,4,2,1,3,20,2,1,PRODUCTO1,1,7,9,3,NA,2,8,3,NA,1,8,7,51,NA,NA,NA,NA,0,NA,NA,NA,NA,7,7,2,NA,NA,8,2,NA,NA,7,5,3,NA,2,7,2,NA,NA,7,2,NA,NA,4,781
180949636,4,2,1,3,20,2,1,PRODUCTO2,2,7,7,2,NA,NA,7,2,NA,NA,8,7,51,NA,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,7,3,NA,2,7,5,2,NA,NA,7,2,NA,NA,7,2,NA,NA,4,781
181070432,4,2,2,2,23,2,1,PRODUCTO1,1,5,8,1,2,NA,6,1,2,NA,7,8,51,113,275,88,NA,0,NA,NA,NA,NA,7,8,2,NA,NA,9,1,2,NA,7,2,2,NA,NA,7,3,NA,1,7,3,NA,1,5,182
181070432,4,2,2,2,23,2,1,PRODUCTO2,2,5,6,1,2,NA,9,3,NA,1,7,8,51,111,113,275,NA,0,NA,NA,NA,NA,8,7,3,NA,1,9,3,NA,2,7,4,3,NA,1,7,3,NA,1,7,3,NA,1,5,182
180977204,4,2,1,3,15,2,1,PRODUCTO1,1,6,8,2,NA,NA,9,3,NA,2,8,8,51,57,111,NA,NA,0,NA,NA,NA,NA,7,8,2,NA,NA,8,1,1,NA,7,4,3,NA,2,9,2,NA,NA,9,3,NA,2,4,182
180977204,4,2,1,3,15,2,1,PRODUCTO2,2,6,8,3,NA,2,9,3,NA,1,8,8,51,111,NA,NA,NA,0,NA,NA,NA,NA,6,8,1,2,NA,8,1,2,NA,7,4,3,NA,1,9,2,NA,NA,7,2,NA,NA,5,182
181070305,4,2,2,2,20,2,1,PRODUCTO1,1,6,6,3,NA,1,7,2,NA,NA,8,8,51,NA,NA,NA,NA,0,NA,NA,NA,NA,9,7,2,NA,NA,7,2,NA,NA,8,4,2,NA,NA,7,2,NA,NA,7,2,NA,NA,4,182
181070305,4,2,2,2,20,2,1,PRODUCTO2,2,5,6,3,NA,2,7,2,NA,NA,7,6,51,56,111,NA,NA,0,NA,NA,NA,NA,7,6,1,2,NA,7,1,2,NA,6,5,3,NA,1,6,1,2,NA,7,2,NA,NA,4,182
181020823,4,2,2,3,23,2,2,PRODUCTO1,2,5,9,2,NA,NA,9,2,NA,NA,9,9,51,111,275,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181020823,4,2,2,3,23,2,2,PRODUCTO2,1,7,9,2,NA,NA,9,2,NA,NA,9,9,51,NA,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,1,1,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
180977521,4,2,1,3,15,2,2,PRODUCTO1,2,5,7,2,NA,NA,8,2,NA,NA,7,8,51,NA,NA,NA,NA,0,NA,NA,NA,NA,8,7,2,NA,NA,8,2,NA,NA,8,4,2,NA,NA,8,2,NA,NA,9,2,NA,NA,5,781
180977521,4,2,1,3,15,2,2,PRODUCTO2,1,6,8,2,NA,NA,8,2,NA,NA,9,9,51,111,NA,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,9,4,2,NA,NA,8,2,NA,NA,9,2,NA,NA,5,781
180966092,4,2,2,3,15,2,1,PRODUCTO1,1,6,7,2,NA,NA,7,1,2,NA,7,7,51,NA,NA,NA,NA,0,NA,NA,NA,NA,6,6,3,NA,1,7,2,NA,NA,7,2,1,2,NA,7,2,NA,NA,8,3,NA,1,4,781
180966092,4,2,2,3,15,2,1,PRODUCTO2,2,5,7,1,2,NA,7,2,NA,NA,7,8,51,276,113,NA,NA,0,NA,NA,NA,NA,8,7,2,NA,NA,8,2,NA,NA,7,2,2,NA,NA,8,2,NA,NA,8,1,2,NA,5,781
181017597,4,2,2,3,33,3,1,PRODUCTO1,1,7,9,2,NA,NA,9,2,NA,NA,9,9,51,111,275,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181017597,4,2,2,3,33,3,1,PRODUCTO2,2,7,9,2,NA,NA,9,2,NA,NA,9,9,51,111,275,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
180977206,4,2,1,3,33,3,2,PRODUCTO1,2,6,8,2,NA,NA,7,1,2,NA,7,9,51,NA,NA,NA,NA,0,NA,NA,NA,NA,8,8,2,NA,NA,7,2,NA,NA,8,4,3,NA,1,8,2,NA,NA,8,2,NA,NA,4,781
180977206,4,2,1,3,33,3,2,PRODUCTO2,1,6,9,2,NA,NA,8,2,NA,NA,9,8,51,10,NA,NA,NA,0,NA,NA,NA,NA,7,7,2,NA,NA,7,2,NA,NA,7,4,3,NA,1,7,2,NA,NA,7,2,NA,NA,5,781
181123190,4,2,2,2,18,2,1,PRODUCTO1,1,7,6,1,2,NA,5,1,2,NA,6,4,51,111,NA,NA,NA,0,NA,NA,NA,NA,7,9,2,NA,NA,6,1,2,NA,4,4,2,NA,NA,5,1,2,NA,7,2,NA,NA,5,781
181123190,4,2,2,2,18,2,1,PRODUCTO2,2,7,9,2,NA,NA,9,2,NA,NA,9,9,51,111,NA,NA,NA,0,NA,NA,NA,NA,7,9,2,NA,NA,9,2,NA,NA,6,5,2,NA,NA,7,2,NA,NA,9,2,NA,NA,5,781
181058937,4,2,2,2,37,3,1,PRODUCTO1,1,7,7,2,NA,NA,7,2,NA,NA,8,7,51,300,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,8,2,NA,NA,7,4,2,NA,NA,9,2,NA,NA,9,2,NA,NA,4,182
181058937,4,2,2,2,37,3,1,PRODUCTO2,2,5,6,1,1,NA,4,1,1,NA,4,6,51,NA,NA,NA,NA,0,NA,NA,NA,NA,7,7,2,NA,NA,7,2,NA,NA,7,4,2,NA,NA,7,2,NA,NA,7,2,NA,NA,4,182
180970385,4,2,2,3,40,3,2,PRODUCTO1,2,7,8,2,NA,NA,9,3,NA,2,9,8,51,10,88,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,3,NA,2,9,5,3,NA,2,9,3,NA,2,9,3,NA,2,5,781
180970385,4,2,2,3,40,3,2,PRODUCTO2,1,7,9,3,NA,2,9,3,NA,2,8,9,51,88,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,3,NA,2,9,5,3,NA,2,9,3,NA,2,9,3,NA,2,5,781
180971951,4,2,2,3,40,3,1,PRODUCTO1,1,6,7,3,NA,2,7,2,NA,NA,7,7,51,NA,NA,NA,NA,0,NA,NA,NA,NA,7,7,1,2,NA,9,3,NA,2,7,5,3,NA,2,8,3,NA,2,7,1,2,NA,5,781
180971951,4,2,2,3,40,3,1,PRODUCTO2,2,6,8,3,NA,2,8,1,1,NA,7,7,51,111,NA,NA,NA,0,NA,NA,NA,NA,7,7,1,1,NA,7,3,NA,2,7,2,1,1,NA,7,3,NA,2,7,3,NA,2,4,781
181015666,17,2,2,3,18,2,2,PRODUCTO1,2,6,9,2,NA,NA,8,2,NA,NA,9,9,51,111,NA,NA,NA,0,NA,NA,NA,NA,8,7,2,NA,NA,8,2,NA,NA,8,5,2,NA,NA,8,2,NA,NA,8,2,NA,NA,5,781
181015666,17,2,2,3,18,2,2,PRODUCTO2,1,6,8,2,NA,NA,8,2,NA,NA,7,8,51,111,NA,NA,NA,0,NA,NA,NA,NA,8,8,2,NA,NA,8,2,NA,NA,8,5,2,NA,NA,8,2,NA,NA,8,2,NA,NA,5,781
180946696,4,2,2,3,33,3,1,PRODUCTO1,1,6,7,3,NA,1,7,3,NA,2,7,7,51,NA,NA,NA,NA,0,NA,NA,NA,NA,7,7,1,1,NA,7,1,2,NA,7,4,3,NA,1,7,1,2,NA,7,2,NA,NA,5,781
180946696,4,2,2,3,33,3,1,PRODUCTO2,2,7,8,2,NA,NA,8,2,NA,NA,9,9,51,115,117,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,8,2,NA,NA,5,781
181037086,17,2,2,2,25,2,1,PRODUCTO1,1,6,7,2,NA,NA,8,2,NA,NA,8,8,51,111,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,3,NA,1,9,2,NA,NA,5,781
181037086,17,2,2,2,25,2,1,PRODUCTO2,2,7,8,2,NA,NA,8,2,NA,NA,8,9,51,111,NA,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,8,5,3,NA,1,9,3,NA,1,9,3,NA,1,5,781
181063082,4,2,1,2,26,3,2,PRODUCTO1,2,5,8,2,NA,NA,9,2,NA,NA,8,8,51,111,NA,NA,NA,0,NA,NA,NA,NA,8,9,2,NA,NA,9,2,NA,NA,9,4,2,NA,NA,8,2,NA,NA,9,2,NA,NA,5,781
181063082,4,2,1,2,26,3,2,PRODUCTO2,1,5,6,3,NA,1,6,1,2,NA,7,6,51,NA,NA,NA,NA,0,NA,NA,NA,NA,7,6,3,NA,1,7,1,2,NA,7,3,3,NA,1,7,3,NA,1,6,1,2,NA,4,781
181062142,4,2,2,2,17,2,2,PRODUCTO1,2,6,7,2,NA,NA,7,1,2,NA,6,9,51,275,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,7,4,2,NA,NA,7,2,NA,NA,9,1,1,NA,5,781
181062142,4,2,2,2,17,2,2,PRODUCTO2,1,6,9,3,NA,1,9,3,NA,1,9,9,51,275,86,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,3,NA,1,7,5,2,NA,NA,7,2,NA,NA,8,2,NA,NA,5,781
181071471,4,2,1,2,15,2,2,PRODUCTO1,2,7,8,1,2,NA,9,1,2,NA,8,8,51,10,111,NA,NA,0,NA,NA,NA,NA,8,9,3,NA,1,9,1,2,NA,9,5,1,2,NA,8,3,NA,1,8,1,2,NA,5,781
181071471,4,2,1,2,15,2,2,PRODUCTO2,1,6,9,3,NA,1,9,1,2,NA,8,8,51,111,NA,NA,NA,0,NA,NA,NA,NA,8,8,3,NA,1,9,3,NA,1,8,5,1,1,NA,9,1,2,NA,9,1,2,NA,4,781
180947883,4,2,2,3,27,3,1,PRODUCTO1,1,6,9,2,NA,NA,9,2,NA,NA,9,9,51,NA,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,182
180947883,4,2,2,3,27,3,1,PRODUCTO2,2,7,9,2,NA,NA,9,2,NA,NA,9,9,57,88,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,5,1,2,NA,9,2,NA,NA,5,182
180976301,4,2,1,3,15,2,2,PRODUCTO1,2,3,7,2,NA,NA,9,2,NA,NA,9,9,51,NA,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,2,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,182
180976301,4,2,1,3,15,2,2,PRODUCTO2,1,7,9,3,NA,1,7,1,2,NA,7,9,57,88,113,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,4,2,NA,NA,9,2,NA,NA,9,2,NA,NA,4,182
180961587,4,2,1,3,15,2,1,PRODUCTO1,1,6,7,2,NA,NA,6,3,NA,1,7,8,51,111,115,NA,NA,0,NA,NA,NA,NA,8,8,2,NA,NA,7,2,NA,NA,8,4,2,NA,NA,8,2,NA,NA,8,2,NA,NA,4,781
180961587,4,2,1,3,15,2,1,PRODUCTO2,2,6,7,1,2,NA,8,2,NA,NA,7,7,59,11,NA,NA,NA,0,NA,NA,NA,NA,7,7,2,NA,NA,8,2,NA,NA,7,5,2,NA,NA,7,2,NA,NA,7,2,NA,NA,4,781
181013905,17,2,2,3,32,3,1,PRODUCTO1,1,6,8,2,NA,NA,7,2,NA,NA,9,9,51,NA,NA,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,8,4,2,NA,NA,7,2,NA,NA,9,2,NA,NA,5,781
181013905,17,2,2,3,32,3,1,PRODUCTO2,2,7,9,2,NA,NA,9,2,NA,NA,9,9,59,NA,NA,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,9,4,2,NA,NA,8,2,NA,NA,9,2,NA,NA,5,781
180945652,4,2,2,2,15,2,1,PRODUCTO1,1,6,8,2,NA,NA,9,2,NA,NA,8,8,51,NA,NA,NA,NA,0,NA,NA,NA,NA,9,9,1,1,NA,9,2,NA,NA,8,4,2,NA,NA,9,2,NA,NA,7,2,NA,NA,5,781
180945652,4,2,2,2,15,2,1,PRODUCTO2,2,6,8,1,2,NA,8,2,NA,NA,8,8,59,111,NA,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,7,1,2,NA,8,5,2,NA,NA,9,2,NA,NA,8,2,NA,NA,5,781
181015598,4,2,2,3,20,2,1,PRODUCTO1,1,6,7,2,NA,NA,7,2,NA,NA,7,7,51,111,NA,NA,NA,0,NA,NA,NA,NA,8,8,2,NA,NA,8,2,NA,NA,8,4,2,NA,NA,7,2,NA,NA,8,2,NA,NA,5,781
181015598,4,2,2,3,20,2,1,PRODUCTO2,2,6,7,1,2,NA,8,3,NA,1,8,8,59,275,111,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,9,4,2,NA,NA,7,2,NA,NA,8,2,NA,NA,5,781
180947452,4,2,2,3,15,2,1,PRODUCTO1,1,5,6,3,NA,1,8,3,NA,1,9,7,51,111,NA,NA,NA,0,NA,NA,NA,NA,6,4,1,1,NA,9,2,NA,NA,8,2,1,1,NA,7,1,2,NA,7,1,2,NA,5,781
180947452,4,2,2,3,15,2,1,PRODUCTO2,2,6,8,2,NA,NA,8,2,NA,NA,9,9,59,NA,NA,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,9,4,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181113070,4,2,1,2,32,3,1,PRODUCTO1,1,6,8,2,NA,NA,7,1,2,NA,8,7,51,NA,NA,NA,NA,0,NA,NA,NA,NA,8,8,2,NA,NA,7,1,2,NA,7,4,2,NA,NA,8,2,NA,NA,8,2,NA,NA,4,781
181113070,4,2,1,2,32,3,1,PRODUCTO2,2,6,8,2,NA,NA,8,2,NA,NA,8,8,59,NA,NA,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,8,2,NA,NA,8,5,2,NA,NA,8,2,NA,NA,8,2,NA,NA,4,781
181067991,4,2,1,2,15,2,1,PRODUCTO1,1,4,9,1,2,NA,5,1,2,NA,9,7,51,111,NA,NA,NA,0,NA,NA,NA,NA,9,5,1,1,NA,9,3,NA,2,6,5,3,NA,2,5,1,2,NA,6,1,2,NA,5,781
181067991,4,2,1,2,15,2,1,PRODUCTO2,2,6,9,1,1,NA,9,3,NA,2,7,9,59,111,NA,NA,NA,0,NA,NA,NA,NA,9,4,1,2,NA,9,3,NA,2,9,5,3,NA,2,5,3,NA,1,9,3,NA,2,5,781
181066999,4,2,1,2,25,2,1,PRODUCTO1,1,7,8,2,NA,NA,8,1,2,NA,8,9,51,111,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,8,2,NA,NA,9,2,NA,NA,4,781
181066999,4,2,1,2,25,2,1,PRODUCTO2,2,7,9,2,NA,NA,9,2,NA,NA,9,9,59,111,275,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181012993,17,2,1,3,21,2,1,PRODUCTO1,1,6,9,2,NA,NA,7,2,NA,NA,8,7,51,86,NA,NA,NA,0,NA,NA,NA,NA,7,7,2,NA,NA,8,2,NA,NA,8,5,2,NA,NA,8,2,NA,NA,8,2,NA,NA,5,781
181012993,17,2,1,3,21,2,1,PRODUCTO2,2,7,9,2,NA,NA,9,3,NA,1,9,9,63,111,59,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,3,NA,1,9,4,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181008989,17,2,1,3,32,3,2,PRODUCTO1,2,7,7,2,NA,NA,7,2,NA,NA,9,9,51,201,NA,NA,NA,0,NA,NA,NA,NA,8,9,2,NA,NA,9,2,NA,NA,7,4,2,NA,NA,9,2,NA,NA,7,2,NA,NA,5,781
181008989,17,2,1,3,32,3,2,PRODUCTO2,1,5,4,3,NA,1,9,2,NA,NA,9,8,80,NA,NA,NA,NA,0,NA,NA,NA,NA,8,8,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,8,2,NA,NA,9,2,NA,NA,5,781
181123189,4,2,2,2,15,2,1,PRODUCTO1,1,7,7,2,NA,NA,7,2,NA,NA,8,8,51,NA,NA,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,7,5,2,NA,NA,9,3,NA,1,9,2,NA,NA,5,781
181123189,4,2,2,2,15,2,1,PRODUCTO2,2,7,9,2,NA,NA,9,3,NA,1,9,9,86,51,NA,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181067447,4,2,1,2,35,3,2,PRODUCTO1,2,2,7,2,NA,NA,8,2,NA,NA,8,9,51,NA,NA,NA,NA,0,NA,NA,NA,NA,8,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,4,781
181067447,4,2,1,2,35,3,2,PRODUCTO2,1,6,9,2,NA,NA,9,2,NA,NA,9,9,87,NA,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,4,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181015719,17,2,1,3,33,3,2,PRODUCTO1,2,6,9,2,NA,NA,8,2,NA,NA,9,9,51,111,NA,NA,NA,0,NA,NA,NA,NA,7,9,2,NA,NA,9,2,NA,NA,7,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,182
181015719,17,2,1,3,33,3,2,PRODUCTO2,1,6,9,2,NA,NA,9,2,NA,NA,9,9,87,51,111,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,182
180968068,4,2,1,3,19,2,2,PRODUCTO1,2,6,6,1,2,NA,7,1,2,NA,6,7,51,NA,NA,NA,NA,0,NA,NA,NA,NA,9,5,1,2,NA,7,1,2,NA,5,1,1,2,NA,7,1,2,NA,7,1,2,NA,4,182
180968068,4,2,1,3,19,2,2,PRODUCTO2,1,6,7,1,2,NA,6,3,NA,1,7,7,88,NA,NA,NA,NA,0,NA,NA,NA,NA,7,6,1,2,NA,7,1,2,NA,6,1,1,2,NA,7,1,2,NA,6,1,2,NA,4,182
180946540,4,2,1,3,38,3,1,PRODUCTO1,1,6,7,2,NA,NA,7,2,NA,NA,7,7,51,111,115,NA,NA,0,NA,NA,NA,NA,7,7,2,NA,NA,7,2,NA,NA,7,4,2,NA,NA,7,2,NA,NA,7,2,NA,NA,4,182
180946540,4,2,1,3,38,3,1,PRODUCTO2,2,6,7,3,NA,1,7,3,NA,1,7,7,111,59,NA,NA,NA,0,NA,NA,NA,NA,7,7,2,NA,NA,7,2,NA,NA,7,4,2,NA,NA,7,2,NA,NA,7,2,NA,NA,4,182
181015720,17,2,1,3,18,2,1,PRODUCTO1,1,6,9,1,2,NA,9,2,NA,NA,8,7,51,11,111,NA,NA,0,NA,NA,NA,NA,9,7,2,NA,NA,9,2,NA,NA,8,4,2,NA,NA,7,2,NA,NA,7,2,NA,NA,5,182
181015720,17,2,1,3,18,2,1,PRODUCTO2,2,7,9,2,NA,NA,9,2,NA,NA,9,9,111,51,11,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,9,4,2,NA,NA,8,2,NA,NA,9,2,NA,NA,5,182
181126200,4,2,2,1,15,2,1,PRODUCTO1,1,7,8,2,NA,NA,8,2,NA,NA,9,8,51,111,NA,NA,NA,0,NA,NA,NA,NA,7,8,2,NA,NA,8,2,NA,NA,9,3,2,NA,NA,8,2,NA,NA,8,2,NA,NA,4,182
181126200,4,2,2,1,15,2,1,PRODUCTO2,2,6,7,2,NA,NA,7,2,NA,NA,8,7,111,50,NA,NA,NA,0,NA,NA,NA,NA,7,8,2,NA,NA,7,2,NA,NA,8,4,2,NA,NA,7,2,NA,NA,9,2,NA,NA,4,182
181072715,4,2,2,2,15,2,2,PRODUCTO1,2,6,7,1,2,NA,8,3,NA,1,8,9,51,NA,NA,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,7,2,NA,NA,7,4,2,NA,NA,8,2,NA,NA,7,2,NA,NA,4,182
181072715,4,2,2,2,15,2,2,PRODUCTO2,1,7,8,2,NA,NA,7,2,NA,NA,9,9,111,51,275,NA,NA,0,NA,NA,NA,NA,7,8,2,NA,NA,9,2,NA,NA,7,5,2,NA,NA,8,2,NA,NA,9,2,NA,NA,5,182
181069034,4,2,1,2,27,3,2,PRODUCTO1,2,5,8,1,1,NA,9,3,NA,1,9,9,51,111,10,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,1,2,NA,8,5,3,NA,1,8,1,2,NA,8,3,NA,1,5,182
