sbj_num,muni,pais,sexo,nse,edad,rango_edad,rotacion1,index1,producto1,p1,p2,p3,p3_1,p3_2,p4,p5,p5_1,p5_2,p6,p7,p8_1,p8_2,p8_3,p8_4,p8_5,p9_1,p9_2,p9_3,p9_4,p9_5,p10,p11,p12,p12_1,p12_2,p13,p14,p14_1,p14_2,p15,p16,p17,p17_1,p17_2,lik_por,nivel_por,nivel_por_1,nivel_por_2,lik_tex,nivel_tex,nivel_tex_1,nivel_tex_2,p18,preferencia
180965561,4,2,2,3,20,2,2,PRODUCTO2,1,5,6,1,2,NA,6,1,2,NA,6,6,111,289,281,NA,NA,390,703,NA,NA,NA,4,2,3,NA,2,3,1,2,NA,3,2,1,2,NA,1,1,2,NA,3,1,2,NA,4,781
181160042,1,2,2,2,23,2,2,PRODUCTO1,2,6,8,3,NA,2,8,3,NA,2,8,9,59,111,10,NA,NA,0,NA,NA,NA,NA,9,7,2,NA,NA,9,2,NA,NA,7,4,2,NA,NA,7,1,2,NA,9,2,NA,NA,5,781
181160042,1,2,2,2,23,2,2,PRODUCTO2,1,6,7,1,1,NA,7,1,1,NA,6,6,111,57,51,NA,NA,412,NA,NA,NA,NA,6,7,2,NA,NA,7,1,1,NA,7,3,1,1,NA,6,3,NA,2,6,1,2,NA,4,781
181058782,4,2,2,2,39,3,1,PRODUCTO1,1,7,9,3,NA,2,9,3,NA,2,9,9,59,NA,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,3,NA,2,9,2,NA,NA,9,3,NA,2,5,182
181058782,4,2,2,2,39,3,1,PRODUCTO2,2,7,7,1,1,NA,6,1,2,NA,6,7,57,51,NA,NA,NA,700,713,NA,NA,NA,7,7,2,NA,NA,6,1,1,NA,6,4,1,2,NA,6,1,1,NA,6,3,NA,1,4,182
180948426,4,2,1,3,32,3,2,PRODUCTO1,2,7,9,3,NA,2,8,3,NA,1,8,9,59,276,NA,NA,NA,0,NA,NA,NA,NA,8,7,2,NA,NA,9,3,NA,2,9,3,2,NA,NA,7,2,NA,NA,8,2,NA,NA,4,781
180948426,4,2,1,3,32,3,2,PRODUCTO2,1,2,3,3,NA,2,3,3,NA,2,3,3,0,NA,NA,NA,NA,703,355,NA,NA,NA,3,4,3,NA,2,2,1,1,NA,4,1,1,1,NA,4,1,1,NA,4,1,1,NA,1,781
180966093,4,2,1,3,24,2,2,PRODUCTO1,2,7,8,2,NA,NA,7,2,NA,NA,8,8,59,276,NA,NA,NA,0,NA,NA,NA,NA,8,7,2,NA,NA,9,2,NA,NA,8,4,2,NA,NA,8,2,NA,NA,7,2,NA,NA,5,781
180966093,4,2,1,3,24,2,2,PRODUCTO2,1,5,6,1,2,NA,6,1,1,NA,6,6,51,NA,NA,NA,NA,703,355,NA,NA,NA,6,6,1,2,NA,6,1,1,NA,6,3,1,2,NA,6,1,2,NA,6,1,1,NA,4,781
181113246,4,2,1,2,33,3,1,PRODUCTO1,1,3,7,2,NA,NA,7,2,NA,NA,8,8,63,51,NA,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,9,4,2,NA,NA,9,2,NA,NA,8,2,NA,NA,5,182
181113246,4,2,1,2,33,3,1,PRODUCTO2,2,2,4,3,NA,1,6,3,NA,2,4,6,0,NA,NA,NA,NA,504,713,NA,NA,NA,6,6,3,NA,1,6,1,1,NA,6,2,1,2,NA,6,3,NA,2,6,3,NA,2,4,182
181030282,17,2,2,3,18,2,1,PRODUCTO1,1,5,6,1,2,NA,7,3,NA,1,6,7,86,NA,NA,NA,NA,0,NA,NA,NA,NA,7,7,2,NA,NA,7,2,NA,NA,7,4,2,NA,NA,7,2,NA,NA,8,2,NA,NA,4,781
181030282,17,2,2,3,18,2,1,PRODUCTO2,2,5,8,1,2,NA,7,2,NA,NA,7,8,59,111,NA,NA,NA,0,NA,NA,NA,NA,8,7,2,NA,NA,8,2,NA,NA,7,4,2,NA,NA,7,2,NA,NA,7,2,NA,NA,4,781
181021876,17,2,2,3,40,3,1,PRODUCTO1,1,7,9,2,NA,NA,9,2,NA,NA,9,9,87,111,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181021876,17,2,2,3,40,3,1,PRODUCTO2,2,7,9,2,NA,NA,9,2,NA,NA,9,9,51,111,81,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
180946429,4,2,2,3,15,2,1,PRODUCTO1,1,7,8,2,NA,NA,8,2,NA,NA,9,9,87,111,NA,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,8,5,2,NA,NA,7,2,NA,NA,9,2,NA,NA,4,781
180946429,4,2,2,3,15,2,1,PRODUCTO2,2,7,9,2,NA,NA,8,2,NA,NA,8,9,86,111,276,NA,NA,0,NA,NA,NA,NA,9,7,2,NA,NA,9,2,NA,NA,8,5,2,NA,NA,8,2,NA,NA,7,2,NA,NA,5,781
180949003,4,2,1,3,15,2,1,PRODUCTO1,1,3,7,2,NA,NA,8,2,NA,NA,8,8,87,NA,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,8,2,NA,NA,7,3,3,NA,1,8,2,NA,NA,7,2,NA,NA,5,182
180949003,4,2,1,3,15,2,1,PRODUCTO2,2,6,7,2,NA,NA,9,2,NA,NA,7,9,86,111,NA,NA,NA,0,NA,NA,NA,NA,9,7,2,NA,NA,8,2,NA,NA,9,5,3,NA,1,9,3,NA,1,9,1,2,NA,5,182
181126095,4,2,1,2,40,3,1,PRODUCTO1,1,4,6,1,1,NA,7,2,NA,NA,7,8,87,NA,NA,NA,NA,0,NA,NA,NA,NA,8,7,2,NA,NA,8,2,NA,NA,7,3,2,NA,NA,8,2,NA,NA,8,2,NA,NA,4,781
181126095,4,2,1,2,40,3,1,PRODUCTO2,2,6,7,2,NA,NA,7,2,NA,NA,8,8,87,NA,NA,NA,NA,0,NA,NA,NA,NA,8,7,2,NA,NA,8,2,NA,NA,8,4,2,NA,NA,8,2,NA,NA,8,2,NA,NA,4,781
181021657,4,2,2,2,35,3,2,PRODUCTO1,2,7,8,2,NA,NA,7,2,NA,NA,8,8,87,51,NA,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,8,2,NA,NA,9,4,2,NA,NA,7,2,NA,NA,7,2,NA,NA,5,781
181021657,4,2,2,2,35,3,2,PRODUCTO2,1,6,7,3,NA,1,6,1,2,NA,6,7,51,NA,NA,NA,NA,703,NA,NA,NA,NA,8,7,1,2,NA,7,1,2,NA,8,3,1,2,NA,7,2,NA,NA,7,2,NA,NA,4,781
181011981,4,2,2,3,32,3,2,PRODUCTO1,2,6,8,2,NA,NA,9,3,NA,1,7,9,88,59,113,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,8,2,NA,NA,9,4,2,NA,NA,8,2,NA,NA,8,2,NA,NA,5,781
181011981,4,2,2,3,32,3,2,PRODUCTO2,1,4,2,3,NA,2,2,1,1,NA,3,2,113,303,281,NA,NA,310,390,507,508,NA,3,1,3,NA,2,3,3,NA,2,2,3,3,NA,1,6,3,NA,1,5,1,1,NA,2,781
181125311,4,2,2,2,25,2,2,PRODUCTO1,2,5,8,2,NA,NA,9,2,NA,NA,8,9,88,65,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,4,2,NA,NA,9,2,NA,NA,9,2,NA,NA,4,781
181125311,4,2,2,2,25,2,2,PRODUCTO2,1,7,7,1,1,NA,5,1,1,NA,7,7,65,NA,NA,NA,NA,703,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,4,2,NA,NA,8,2,NA,NA,8,2,NA,NA,4,781
180969098,4,2,1,3,40,3,1,PRODUCTO1,1,6,9,1,2,NA,7,1,2,NA,9,9,111,113,NA,NA,NA,0,NA,NA,NA,NA,8,7,2,NA,NA,9,1,2,NA,8,4,3,NA,2,9,3,NA,2,9,1,2,NA,4,781
180969098,4,2,1,3,40,3,1,PRODUCTO2,2,7,9,3,NA,1,9,3,NA,2,9,9,51,111,78,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,3,NA,2,9,5,3,NA,2,9,3,NA,2,9,3,NA,2,5,781
181070259,4,2,2,2,18,2,1,PRODUCTO1,1,5,7,1,2,NA,8,1,2,NA,8,9,111,117,NA,NA,NA,0,NA,NA,NA,NA,9,9,1,2,NA,9,1,2,NA,7,3,1,2,NA,9,1,2,NA,9,1,2,NA,5,781
181070259,4,2,2,2,18,2,1,PRODUCTO2,2,5,6,3,NA,2,9,3,NA,2,6,9,51,111,276,NA,NA,0,NA,NA,NA,NA,9,9,3,NA,2,9,3,NA,2,9,4,3,NA,2,9,3,NA,2,9,3,NA,2,5,781
181069422,4,2,1,2,15,2,2,PRODUCTO1,2,6,8,2,NA,NA,7,2,NA,NA,9,9,111,59,201,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,9,4,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181069422,4,2,1,2,15,2,2,PRODUCTO2,1,7,8,2,NA,NA,7,2,NA,NA,8,9,51,113,111,NA,NA,0,NA,NA,NA,NA,9,7,2,NA,NA,8,2,NA,NA,9,3,2,NA,NA,7,2,NA,NA,8,2,NA,NA,5,781
181071554,4,2,1,2,26,3,2,PRODUCTO1,2,7,7,2,NA,NA,9,2,NA,NA,9,9,111,51,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,4,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181071554,4,2,1,2,26,3,2,PRODUCTO2,1,7,9,2,NA,NA,9,2,NA,NA,9,9,51,113,111,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181066475,4,2,1,2,18,2,2,PRODUCTO1,2,6,9,3,NA,1,8,3,NA,1,9,9,111,51,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,3,NA,2,9,5,3,NA,2,9,3,NA,2,9,3,NA,2,5,781
181066475,4,2,1,2,18,2,2,PRODUCTO2,1,7,9,3,NA,2,9,3,NA,2,8,9,51,111,275,NA,NA,0,NA,NA,NA,NA,9,9,1,2,NA,9,3,NA,2,9,5,3,NA,2,9,3,NA,2,9,3,NA,2,5,781
181111222,4,2,2,2,27,3,1,PRODUCTO1,1,6,7,2,NA,NA,7,2,NA,NA,8,7,111,51,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,8,4,1,2,NA,7,2,NA,NA,8,2,NA,NA,5,781
181111222,4,2,2,2,27,3,1,PRODUCTO2,2,7,6,1,2,NA,9,3,NA,1,9,9,51,111,275,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,3,NA,1,9,2,NA,NA,5,781
181058698,4,2,2,2,33,3,1,PRODUCTO1,1,5,7,1,2,NA,6,1,2,NA,7,7,111,114,NA,NA,NA,0,NA,NA,NA,NA,6,7,1,2,NA,7,1,2,NA,7,4,1,2,NA,6,1,2,NA,6,1,2,NA,5,781
181058698,4,2,2,2,33,3,1,PRODUCTO2,2,7,9,2,NA,NA,9,3,NA,2,8,9,59,276,10,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,9,5,3,NA,2,9,2,NA,NA,8,2,NA,NA,5,781
180948439,4,2,1,3,15,2,1,PRODUCTO1,1,7,7,2,NA,NA,8,2,NA,NA,7,9,111,51,NA,NA,NA,0,NA,NA,NA,NA,8,7,2,NA,NA,8,2,NA,NA,6,4,2,NA,NA,8,2,NA,NA,7,2,NA,NA,4,781
180948439,4,2,1,3,15,2,1,PRODUCTO2,2,5,7,2,NA,NA,8,2,NA,NA,8,9,59,NA,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,8,5,2,NA,NA,9,2,NA,NA,8,2,NA,NA,5,781
180966428,4,2,2,3,40,3,2,PRODUCTO1,2,5,8,2,NA,NA,9,2,NA,NA,8,9,111,51,NA,NA,NA,0,NA,NA,NA,NA,8,9,2,NA,NA,9,2,NA,NA,8,4,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
180966428,4,2,2,3,40,3,2,PRODUCTO2,1,6,7,3,NA,2,8,2,NA,NA,8,9,59,111,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,8,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
180966956,4,2,2,3,32,3,1,PRODUCTO1,1,7,7,1,2,NA,8,3,NA,1,9,9,111,50,NA,NA,NA,0,NA,NA,NA,NA,6,7,1,2,NA,8,2,NA,NA,9,3,2,NA,NA,7,2,NA,NA,8,2,NA,NA,5,781
180966956,4,2,2,3,32,3,1,PRODUCTO2,2,7,9,2,NA,NA,7,2,NA,NA,8,9,59,111,275,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,9,5,3,NA,1,7,2,NA,NA,8,2,NA,NA,5,781
180966427,4,2,2,3,19,2,1,PRODUCTO1,1,5,9,2,NA,NA,8,2,NA,NA,9,9,111,59,277,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,8,2,NA,NA,9,2,NA,NA,5,781
180966427,4,2,2,3,19,2,1,PRODUCTO2,2,7,9,2,NA,NA,9,2,NA,NA,9,9,59,275,111,NA,NA,0,NA,NA,NA,NA,8,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181032089,17,2,1,3,22,2,2,PRODUCTO1,2,7,9,2,NA,NA,9,2,NA,NA,9,9,111,51,NA,NA,NA,0,NA,NA,NA,NA,9,9,3,NA,2,9,2,NA,NA,9,2,2,NA,NA,9,3,NA,1,9,2,NA,NA,5,182
181032089,17,2,1,3,22,2,2,PRODUCTO2,1,6,9,2,NA,NA,9,2,NA,NA,9,9,111,57,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,8,2,NA,NA,9,3,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,182
181031856,17,2,2,3,21,2,2,PRODUCTO1,2,7,9,2,NA,NA,9,2,NA,NA,9,9,111,51,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181031856,17,2,2,3,21,2,2,PRODUCTO2,1,7,9,2,NA,NA,9,2,NA,NA,9,9,111,51,87,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
180969134,4,2,2,3,20,2,1,PRODUCTO1,1,6,7,2,NA,NA,8,2,NA,NA,7,8,111,51,NA,NA,NA,0,NA,NA,NA,NA,7,7,2,NA,NA,8,2,NA,NA,8,4,2,NA,NA,7,2,NA,NA,7,2,NA,NA,4,781
180969134,4,2,2,3,20,2,1,PRODUCTO2,2,7,9,2,NA,NA,9,2,NA,NA,9,9,111,201,276,11,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
180965563,4,2,1,3,16,2,2,PRODUCTO1,2,7,9,2,NA,NA,9,2,NA,NA,9,9,111,51,87,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,9,3,2,NA,NA,9,2,NA,NA,8,2,NA,NA,5,182
180965563,4,2,1,3,16,2,2,PRODUCTO2,1,7,9,2,NA,NA,9,2,NA,NA,9,9,111,51,NA,NA,NA,0,NA,NA,NA,NA,8,9,2,NA,NA,9,2,NA,NA,8,4,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,182
181064839,4,2,1,2,18,2,1,PRODUCTO1,1,3,7,1,2,NA,6,1,2,NA,7,7,111,87,NA,NA,NA,0,NA,NA,NA,NA,7,7,1,2,NA,7,1,2,NA,7,3,1,2,NA,7,1,2,NA,7,1,2,NA,4,781
181064839,4,2,1,2,18,2,1,PRODUCTO2,2,6,7,3,NA,1,8,3,NA,1,7,8,111,59,NA,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,8,3,NA,1,8,4,3,NA,1,7,1,2,NA,8,3,NA,1,5,781
180962636,4,2,2,3,39,3,2,PRODUCTO1,2,6,9,3,NA,2,8,3,NA,2,9,9,111,51,NA,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,8,2,NA,NA,8,5,2,NA,NA,6,1,1,NA,6,1,1,NA,5,781
180962636,4,2,2,3,39,3,2,PRODUCTO2,1,5,8,2,NA,NA,6,1,1,NA,6,6,113,111,NA,NA,NA,0,NA,NA,NA,NA,6,6,3,NA,2,6,1,1,NA,5,2,1,2,NA,6,1,2,NA,5,1,2,NA,3,781
180968696,4,2,2,3,40,3,1,PRODUCTO1,1,7,7,2,NA,NA,8,2,NA,NA,8,4,111,86,NA,NA,NA,0,NA,NA,NA,NA,9,7,2,NA,NA,7,2,NA,NA,7,5,2,NA,NA,6,1,2,NA,7,2,NA,NA,5,182
180968696,4,2,2,3,40,3,1,PRODUCTO2,2,5,6,1,2,NA,5,3,NA,1,6,7,51,56,NA,NA,NA,315,NA,NA,NA,NA,7,7,2,NA,NA,7,2,NA,NA,7,5,2,NA,NA,6,1,2,NA,7,2,NA,NA,4,182
181063043,4,2,1,2,20,2,2,PRODUCTO1,2,6,7,2,NA,NA,8,2,NA,NA,7,7,111,51,280,NA,NA,0,NA,NA,NA,NA,7,7,2,NA,NA,7,2,NA,NA,7,4,2,NA,NA,7,2,NA,NA,7,2,NA,NA,4,781
181063043,4,2,1,2,20,2,2,PRODUCTO2,1,3,7,2,NA,NA,3,1,1,NA,6,5,13,NA,NA,NA,NA,390,703,NA,NA,NA,6,6,3,NA,2,6,3,NA,1,6,3,1,2,NA,4,1,2,NA,6,1,2,NA,3,781
180971798,4,2,2,3,15,2,2,PRODUCTO1,2,7,9,2,NA,NA,7,3,NA,1,9,9,111,51,61,NA,NA,0,NA,NA,NA,NA,8,6,1,2,NA,9,2,NA,NA,8,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
180971798,4,2,2,3,15,2,2,PRODUCTO2,1,5,9,2,NA,NA,7,1,2,NA,7,6,51,111,NA,NA,NA,390,NA,NA,NA,NA,7,5,3,NA,1,9,2,NA,NA,7,4,2,NA,NA,6,1,2,NA,8,1,2,NA,4,781
180977518,4,2,1,3,39,3,2,PRODUCTO1,2,6,9,2,NA,NA,7,2,NA,NA,7,9,111,51,NA,NA,NA,0,NA,NA,NA,NA,8,8,2,NA,NA,9,2,NA,NA,8,5,2,NA,NA,8,2,NA,NA,7,2,NA,NA,5,781
180977518,4,2,1,3,39,3,2,PRODUCTO2,1,6,7,2,NA,NA,8,2,NA,NA,8,7,111,64,NA,NA,NA,390,354,NA,NA,NA,7,4,3,NA,2,7,3,NA,1,7,3,1,2,NA,8,2,NA,NA,7,2,NA,NA,5,781
181160792,1,2,1,2,32,3,1,PRODUCTO1,1,6,8,2,NA,NA,8,1,2,NA,8,8,111,51,11,NA,NA,0,NA,NA,NA,NA,8,9,2,NA,NA,9,2,NA,NA,8,4,2,NA,NA,7,1,2,NA,8,1,2,NA,5,182
181160792,1,2,1,2,32,3,1,PRODUCTO2,2,7,9,2,NA,NA,9,2,NA,NA,9,8,51,280,NA,NA,NA,413,412,NA,NA,NA,9,9,3,NA,1,9,2,NA,NA,7,3,1,2,NA,7,1,1,NA,7,1,2,NA,4,182
181015803,4,2,1,2,29,3,1,PRODUCTO1,1,6,8,2,NA,NA,7,1,2,NA,8,9,111,51,117,203,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,8,5,3,NA,2,8,1,2,NA,7,3,NA,1,4,182
181015803,4,2,1,2,29,3,1,PRODUCTO2,2,5,7,1,1,NA,8,3,NA,2,7,7,111,NA,NA,NA,NA,504,NA,NA,NA,NA,7,7,2,NA,NA,7,1,1,NA,8,4,1,2,NA,7,1,2,NA,8,1,2,NA,4,182
181058873,4,2,2,2,36,3,1,PRODUCTO1,1,7,9,2,NA,NA,8,2,NA,NA,8,9,111,51,NA,NA,NA,0,NA,NA,NA,NA,8,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,182
181058873,4,2,2,2,36,3,1,PRODUCTO2,2,3,2,3,NA,2,3,3,NA,1,3,3,0,NA,NA,NA,NA,702,NA,NA,NA,NA,2,3,3,NA,2,6,3,NA,2,1,2,1,2,NA,3,1,1,NA,1,1,1,NA,1,182
180966979,4,2,1,3,40,3,2,PRODUCTO1,2,7,7,2,NA,NA,7,3,NA,1,7,7,111,276,64,NA,NA,0,NA,NA,NA,NA,7,7,2,NA,NA,8,2,NA,NA,7,5,2,NA,NA,7,2,NA,NA,7,2,NA,NA,5,781
180966979,4,2,1,3,40,3,2,PRODUCTO2,1,5,7,3,NA,2,6,1,1,NA,4,7,10,13,51,NA,NA,703,NA,NA,NA,NA,3,7,2,NA,NA,7,1,2,NA,7,4,2,NA,NA,7,2,NA,NA,7,2,NA,NA,5,781
181162950,1,2,1,2,40,3,2,PRODUCTO1,2,6,7,1,2,NA,8,1,2,NA,8,8,111,51,NA,NA,NA,0,NA,NA,NA,NA,9,8,1,2,NA,9,3,NA,2,9,4,1,2,NA,8,1,2,NA,8,1,2,NA,5,781
181162950,1,2,1,2,40,3,2,PRODUCTO2,1,5,6,1,2,NA,6,1,1,NA,6,6,51,111,88,NA,NA,731,NA,NA,NA,NA,5,6,1,2,NA,5,1,1,NA,5,1,1,1,NA,4,3,NA,2,4,1,1,NA,3,781
180977130,4,2,2,3,40,3,1,PRODUCTO1,1,6,8,2,NA,NA,8,2,NA,NA,8,8,112,11,10,88,NA,0,NA,NA,NA,NA,8,8,2,NA,NA,8,2,NA,NA,7,5,2,NA,NA,7,2,NA,NA,7,2,NA,NA,5,182
180977130,4,2,2,3,40,3,1,PRODUCTO2,2,5,6,3,NA,1,6,3,NA,1,6,6,59,NA,NA,NA,NA,390,NA,NA,NA,NA,6,6,3,NA,1,6,3,NA,1,6,2,1,2,NA,6,1,2,NA,6,1,2,NA,4,182
181071540,4,2,2,2,15,2,1,PRODUCTO1,1,7,9,2,NA,NA,9,2,NA,NA,9,9,113,111,275,NA,NA,0,NA,NA,NA,NA,9,1,1,1,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181071540,4,2,2,2,15,2,1,PRODUCTO2,2,7,9,2,NA,NA,9,2,NA,NA,9,9,50,111,275,NA,NA,0,NA,NA,NA,NA,9,7,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,3,NA,2,5,781
181109816,4,2,2,1,26,3,1,PRODUCTO1,1,7,8,2,NA,NA,9,2,NA,NA,9,9,113,275,51,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,4,781
181109816,4,2,2,1,26,3,1,PRODUCTO2,2,6,9,2,NA,NA,9,2,NA,NA,9,9,51,111,NA,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,9,5,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181119549,4,2,2,2,19,2,2,PRODUCTO1,2,5,7,1,1,NA,6,3,NA,1,8,7,113,117,87,NA,NA,0,NA,NA,NA,NA,8,7,2,NA,NA,9,2,NA,NA,7,4,2,NA,NA,7,3,NA,1,8,2,NA,NA,5,182
181119549,4,2,2,2,19,2,2,PRODUCTO2,1,5,7,3,NA,2,8,1,1,NA,8,7,88,113,NA,NA,NA,0,NA,NA,NA,NA,8,7,1,1,NA,8,2,NA,NA,7,2,1,1,NA,7,2,NA,NA,8,1,2,NA,4,182
181068457,4,2,1,2,31,3,1,PRODUCTO1,1,6,7,2,NA,NA,9,3,NA,1,8,9,115,51,201,NA,NA,0,NA,NA,NA,NA,9,8,2,NA,NA,9,2,NA,NA,9,4,2,NA,NA,9,2,NA,NA,9,2,NA,NA,5,781
181068457,4,2,1,2,31,3,1,PRODUCTO2,2,7,8,3,NA,1,9,3,NA,2,9,8,51,111,201,NA,NA,0,NA,NA,NA,NA,9,8,1,2,NA,9,3,NA,1,9,5,2,NA,NA,9,3,NA,1,9,3,NA,1,5,781
180975607,4,2,1,3,40,3,2,PRODUCTO1,2,6,9,3,NA,1,9,3,NA,2,9,9,276,NA,NA,NA,NA,0,NA,NA,NA,NA,9,8,1,2,NA,9,3,NA,2,8,4,3,NA,1,9,3,NA,2,9,2,NA,NA,5,182
180975607,4,2,1,3,40,3,2,PRODUCTO2,1,7,9,3,NA,2,9,3,NA,2,9,8,303,NA,NA,NA,NA,0,NA,NA,NA,NA,8,9,1,2,NA,9,1,2,NA,9,4,2,NA,NA,9,3,NA,1,9,3,NA,1,4,182
180971800,4,2,1,3,16,2,2,PRODUCTO1,2,5,7,1,2,NA,5,1,1,NA,6,8,283,57,51,NA,NA,0,NA,NA,NA,NA,9,9,2,NA,NA,9,2,NA,NA,7,4,3,NA,2,9,1,2,NA,8,2,NA,NA,4,781
180971800,4,2,1,3,16,2,2,PRODUCTO2,1,3,5,1,1,NA,6,1,2,NA,6,6,86,57,51,NA,NA,413,703,NA,NA,NA,5,7,1,1,NA,5,1,1,NA,7,2,1,1,NA,4,3,NA,1,5,1,1,NA,3,781
181031763,17,2,1,3,15,2,1,PRODUCTO1,1,7,9,2,NA,NA,9,2,NA,NA,9,8,51,11,NA,NA,NA,315,NA,NA,NA,NA,9,7,2,NA,NA,9,2,NA,NA,8,5,3,NA,2,9,2,NA,NA,8,2,NA,NA,5,781
181031763,17,2,1,3,15,2,1,PRODUCTO2,2,7,9,2,NA,NA,8,3,NA,1,9,9,276,10,NA,NA,NA,0,NA,NA,NA,NA,9,5,3,NA,1,9,2,NA,NA,8,5,2,NA,NA,8,2,NA,NA,9,2,NA,NA,5,781
181111833,4,2,1,2,26,3,2,PRODUCTO1,2,6,4,1,1,NA,6,1,2,NA,7,6,53,NA,NA,NA,NA,315,NA,NA,NA,NA,6,5,1,1,NA,2,1,1,NA,5,3,1,1,NA,5,1,1,NA,5,1,1,NA,2,182
181111833,4,2,1,2,26,3,2,PRODUCTO2,1,7,9,3,NA,2,9,3,NA,2,9,9,51,10,NA,NA,NA,0,NA,NA,NA,NA,9,9,3,NA,1,9,3,NA,2,9,5,3,NA,2,8,3,NA,2,9,3,NA,2,5,182
181060203,4,2,2,2,15,2,2,PRODUCTO1,2,3,6,1,2,NA,6,1,2,NA,6,6,51,113,NA,NA,NA,316,NA,NA,NA,NA,4,3,1,2,NA,6,1,2,NA,6,2,1,2,NA,6,1,1,NA,6,1,2,NA,3,182
181060203,4,2,2,2,15,2,2,PRODUCTO2,1,6,8,3,NA,1,8,3,NA,1,7,8,51,NA,NA,NA,NA,705,NA,NA,NA,NA,8,7,3,NA,1,7,1,2,NA,7,2,1,2,NA,7,3,NA,1,6,3,NA,1,4,182
181113151,4,2,1,2,32,3,2,PRODUCTO1,2,7,8,3,NA,1,7,3,NA,2,7,8,51,57,70,NA,NA,355,NA,NA,NA,NA,8,7,2,NA,NA,6,1,1,NA,7,4,1,2,NA,7,2,NA,NA,7,2,NA,NA,5,182
